"p.id","p.name","name","id","bytes","path"
370687,"1209 North Pacific sperm whale catches","data_original",373454,15995702020,"/Files/data_original"
370687,"1209 North Pacific sperm whale catches","DV 1968 inspectors rep",373480,112746376,"/Files/data_original/DV 1968 inspectors rep"
370687,"1209 North Pacific sperm whale catches","EncryptStick lite.app",373590,20284341,"/Files/data_original/EncryptStick lite_Mac_v5.4.14/EncryptStick lite.app"
370687,"1209 North Pacific sperm whale catches","EncryptStick lite_Mac_v5.4.14",373587,21355485,"/Files/data_original/EncryptStick lite_Mac_v5.4.14"
370687,"1209 North Pacific sperm whale catches","EncryptStick lite_Win_v5.4.14",373455,7716368,"/Files/data_original/EncryptStick lite_Win_v5.4.14"
370687,"1209 North Pacific sperm whale catches","Files",370688,15996053508,"/Files"
370687,"1209 North Pacific sperm whale catches","Final report",2541633,1266787,"/Final report"
370687,"1209 North Pacific sperm whale catches","Frameworks",373599,15108945,"/Files/data_original/EncryptStick lite_Mac_v5.4.14/EncryptStick lite.app/Contents/Frameworks"
370687,"1209 North Pacific sperm whale catches","MacOS",373631,5054816,"/Files/data_original/EncryptStick lite_Mac_v5.4.14/EncryptStick lite.app/Contents/MacOS"
370687,"1209 North Pacific sperm whale catches","QtCore.framework",373623,2645868,"/Files/data_original/EncryptStick lite_Mac_v5.4.14/EncryptStick lite.app/Contents/Frameworks/QtCore.framework"
370687,"1209 North Pacific sperm whale catches","QtGui.framework",373605,10849697,"/Files/data_original/EncryptStick lite_Mac_v5.4.14/EncryptStick lite.app/Contents/Frameworks/QtGui.framework"
370687,"1209 North Pacific sperm whale catches","qt_menu.nib",373607,7489,"/Files/data_original/EncryptStick lite_Mac_v5.4.14/EncryptStick lite.app/Contents/Frameworks/QtGui.framework/Resources/qt_menu.nib"
370687,"1209 North Pacific sperm whale catches","QtNetwork.framework",373618,1207308,"/Files/data_original/EncryptStick lite_Mac_v5.4.14/EncryptStick lite.app/Contents/Frameworks/QtNetwork.framework"
370687,"1209 North Pacific sperm whale catches","QtXml.framework",373600,406072,"/Files/data_original/EncryptStick lite_Mac_v5.4.14/EncryptStick lite.app/Contents/Frameworks/QtXml.framework"
370687,"1209 North Pacific sperm whale catches","Resources",373592,119077,"/Files/data_original/EncryptStick lite_Mac_v5.4.14/EncryptStick lite.app/Contents/Resources"
370687,"1209 North Pacific sperm whale catches","Resources",373606,7489,"/Files/data_original/EncryptStick lite_Mac_v5.4.14/EncryptStick lite.app/Contents/Frameworks/QtGui.framework/Resources"
370687,"1209 North Pacific sperm whale catches","SR 1968-69 biol journal",373654,57551302,"/Files/data_original/SR 1968-69 biol journal"
370687,"1209 North Pacific sperm whale catches","Versions",373614,10842208,"/Files/data_original/EncryptStick lite_Mac_v5.4.14/EncryptStick lite.app/Contents/Frameworks/QtGui.framework/Versions"
370687,"1209 North Pacific sperm whale catches","Versions",373624,2645868,"/Files/data_original/EncryptStick lite_Mac_v5.4.14/EncryptStick lite.app/Contents/Frameworks/QtCore.framework/Versions"
370687,"1209 North Pacific sperm whale catches","Versions",373601,406072,"/Files/data_original/EncryptStick lite_Mac_v5.4.14/EncryptStick lite.app/Contents/Frameworks/QtXml.framework/Versions"
370687,"1209 North Pacific sperm whale catches","Versions",373619,1207308,"/Files/data_original/EncryptStick lite_Mac_v5.4.14/EncryptStick lite.app/Contents/Frameworks/QtNetwork.framework/Versions"
370687,"1209 North Pacific sperm whale catches","Vl 1969 inspectors rep",373709,33463623,"/Files/data_original/Vl 1969 inspectors rep"
367334,"1210 Photo-Id of Cook Inlet Beluga Whales, 2009-2011","Files",367335,185306,"/Files"
367334,"1210 Photo-Id of Cook Inlet Beluga Whales, 2009-2011","Final report",2541455,16794077,"/Final report"
281451,"1211 Historic carbon and nitrogen isotope record of Pacific walrus","Admin",281452,0,"/Admin"
281451,"1211 Historic carbon and nitrogen isotope record of Pacific walrus","Data",281453,186663,"/Data"
281451,"1211 Historic carbon and nitrogen isotope record of Pacific walrus","Final report",2541446,2953307,"/Final report"
281451,"1211 Historic carbon and nitrogen isotope record of Pacific walrus","Media Products",281454,0,"/Media Products"
372337,"1213 Seabirds as indicators ","Files",372338,0,"/Files"
372337,"1213 Seabirds as indicators ","Final report",2541559,1698570,"/Final report"
367209,"1214 Empirical measures for Alaskan fishing communities","Files",367210,4760506,"/Files"
367209,"1214 Empirical measures for Alaskan fishing communities","Final report",2541450,1820952,"/Final report"
371772,"1215 Evaluation of the Abraxis Saxitoxin ELISA","Data",371773,419555374,"/Data"
371772,"1215 Evaluation of the Abraxis Saxitoxin ELISA","Final report",2541672,2335068,"/Final report"
371772,"1215 Evaluation of the Abraxis Saxitoxin ELISA","Supplementary Files",1818307,8951124,"/Data/Supplementary Files"
370663,"1216 Seabird Youth Network (SYSN)","Files",370664,312549,"/Files"
370663,"1216 Seabird Youth Network (SYSN)","Final report",2541632,1116213,"/Final report"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","041E6A84-BA71-4005-A7AC-41330B499F61",1731507,1748654,"/Files/Unit6_Orange/20_23Jun2013_WrongDate/Card2/.Spotlight-V100/Store-V2/041E6A84-BA71-4005-A7AC-41330B499F61"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","11_27Jun2013_WrongDate",1727465,143928427974,"/Files/Unit5_Brown/11_27Jun2013_WrongDate"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","12_17Jul2013",1728369,141103156046,"/Files/Unit5_Brown/12_17Jul2013"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","12_17Jul2013",1731675,135921964588,"/Files/Unit6_Orange/12_17Jul2013"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","12_17Jul2013",1726087,102991172232,"/Files/Unit3_Blue/12_17Jul2013"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","20_23Jun2013_WrongDate",1729854,169232755926,"/Files/Unit6_Orange/20_23Jun2013_WrongDate"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","24Jul2013",1726972,39219870938,"/Files/Unit3_Blue/24Jul2013"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","2C1FB970-D27C-42DD-AA81-2A40515F48A1",1730677,2552016,"/Files/Unit6_Orange/20_23Jun2013_WrongDate/Card1/.Spotlight-V100/Store-V2/2C1FB970-D27C-42DD-AA81-2A40515F48A1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","2C8339AD-399D-4DB3-8B2D-F7CCBB4E2B29",1728207,1375424,"/Files/Unit5_Brown/11_27Jun2013_WrongDate/Card2/.Spotlight-V100/Store-V2/2C8339AD-399D-4DB3-8B2D-F7CCBB4E2B29"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","86934DF5-0651-4150-8303-22D06A4BC848",1726604,1375424,"/Files/Unit3_Blue/UnkDateTime1/Card 0 7-2-13 blue/.Spotlight-V100/Store-V2/86934DF5-0651-4150-8303-22D06A4BC848"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","93E0C095-15C6-490E-9B93-9A5C64EC0DE3",1727786,1375424,"/Files/Unit5_Brown/11_27Jun2013_WrongDate/Card1/.Spotlight-V100/Store-V2/93E0C095-15C6-490E-9B93-9A5C64EC0DE3"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","C613B97C-9DC5-471D-B79C-7D317CB4B603",1729998,2048564,"/Files/Unit6_Orange/20_23Jun2013_WrongDate/Card0/.Spotlight-V100/Store-V2/C613B97C-9DC5-471D-B79C-7D317CB4B603"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card0",1727466,61421343854,"/Files/Unit5_Brown/11_27Jun2013_WrongDate/Card0"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card0",1726088,63208904524,"/Files/Unit3_Blue/12_17Jul2013/Card0"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card0",1732732,62514582972,"/Files/Unit6_Orange/UnkDateTime1/Card0"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card0",1731749,63906665918,"/Files/Unit6_Orange/12_17Jul2013/Card0"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card0",1728512,61560935176,"/Files/Unit5_Brown/12_17Jul2013/Card0"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card0",1729855,63230423572,"/Files/Unit6_Orange/20_23Jun2013_WrongDate/Card0"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","card 0 7-11-13 blue",1727137,62766732366,"/Files/Unit3_Blue/UnkDateTime2/card 0 7-11-13 blue"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card 0 7-2-13 blue",1726522,63187378232,"/Files/Unit3_Blue/UnkDateTime1/Card 0 7-2-13 blue"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card1",1727705,61317541258,"/Files/Unit5_Brown/11_27Jun2013_WrongDate/Card1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card1",1726390,39782267708,"/Files/Unit3_Blue/12_17Jul2013/Card1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card1",1728916,61929673864,"/Files/Unit5_Brown/12_17Jul2013/Card1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card1",1729512,48040686634,"/Files/Unit5_Brown/UnkDateTime1/Card1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card1",1732285,63297279422,"/Files/Unit6_Orange/12_17Jul2013/Card1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card1",1733244,42820157434,"/Files/Unit6_Orange/UnkDateTime1/Card1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card1",1730502,63130263722,"/Files/Unit6_Orange/20_23Jun2013_WrongDate/Card1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","card 1 7-11-13 blue",1727369,20180150034,"/Files/Unit3_Blue/UnkDateTime2/card 1 7-11-13 blue"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","card 1 7-2-13 blue",1726810,15916097892,"/Files/Unit3_Blue/UnkDateTime1/card 1 7-2-13 blue"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card2",1728370,17612547006,"/Files/Unit5_Brown/12_17Jul2013/Card2"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card2",1731164,42872048144,"/Files/Unit6_Orange/20_23Jun2013_WrongDate/Card2"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card2",1731676,8717998760,"/Files/Unit6_Orange/12_17Jul2013/Card2"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Card2",1728109,21189542862,"/Files/Unit5_Brown/11_27Jun2013_WrongDate/Card2"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","DE6CBA27-5CD8-48F3-B390-BEE2813A07FE",1726818,1748566,"/Files/Unit3_Blue/UnkDateTime1/card 1 7-2-13 blue/.Spotlight-V100/Store-V2/DE6CBA27-5CD8-48F3-B390-BEE2813A07FE"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Files",367907,1047829292466,"/Files"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Final report",2541505,788338,"/Final report"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries",".fseventsd",1726737,342,"/Files/Unit3_Blue/UnkDateTime1/Card 0 7-2-13 blue/.fseventsd"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries",".fseventsd",1728334,1188,"/Files/Unit5_Brown/11_27Jun2013_WrongDate/Card2/.fseventsd"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries",".fseventsd",1727503,340,"/Files/Unit5_Brown/11_27Jun2013_WrongDate/Card0/.fseventsd"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries",".fseventsd",1727956,514,"/Files/Unit5_Brown/11_27Jun2013_WrongDate/Card1/.fseventsd"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries",".fseventsd",1726930,1204,"/Files/Unit3_Blue/UnkDateTime1/card 1 7-2-13 blue/.fseventsd"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries",".fseventsd",1731165,328,"/Files/Unit6_Orange/20_23Jun2013_WrongDate/Card2/.fseventsd"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","journals.scan",1731530,106,"/Files/Unit6_Orange/20_23Jun2013_WrongDate/Card2/.Spotlight-V100/Store-V2/041E6A84-BA71-4005-A7AC-41330B499F61/journals.scan"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","journals.scan",1726891,106,"/Files/Unit3_Blue/UnkDateTime1/card 1 7-2-13 blue/.Spotlight-V100/Store-V2/DE6CBA27-5CD8-48F3-B390-BEE2813A07FE/journals.scan"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","SD0",1726973,39219870938,"/Files/Unit3_Blue/24Jul2013/SD0"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries",".Spotlight-V100",1730672,2559102,"/Files/Unit6_Orange/20_23Jun2013_WrongDate/Card1/.Spotlight-V100"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries",".Spotlight-V100",1726597,1382510,"/Files/Unit3_Blue/UnkDateTime1/Card 0 7-2-13 blue/.Spotlight-V100"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries",".Spotlight-V100",1731500,1755740,"/Files/Unit6_Orange/20_23Jun2013_WrongDate/Card2/.Spotlight-V100"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries",".Spotlight-V100",1726811,1755652,"/Files/Unit3_Blue/UnkDateTime1/card 1 7-2-13 blue/.Spotlight-V100"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries",".Spotlight-V100",1727784,1382510,"/Files/Unit5_Brown/11_27Jun2013_WrongDate/Card1/.Spotlight-V100"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries",".Spotlight-V100",1728200,1382510,"/Files/Unit5_Brown/11_27Jun2013_WrongDate/Card2/.Spotlight-V100"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries",".Spotlight-V100",1729996,2055650,"/Files/Unit6_Orange/20_23Jun2013_WrongDate/Card0/.Spotlight-V100"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Store-V1",1726600,696,"/Files/Unit3_Blue/UnkDateTime1/Card 0 7-2-13 blue/.Spotlight-V100/Store-V1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Store-V1",1730139,696,"/Files/Unit6_Orange/20_23Jun2013_WrongDate/Card0/.Spotlight-V100/Store-V1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Store-V1",1730673,696,"/Files/Unit6_Orange/20_23Jun2013_WrongDate/Card1/.Spotlight-V100/Store-V1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Store-V1",1726814,696,"/Files/Unit3_Blue/UnkDateTime1/card 1 7-2-13 blue/.Spotlight-V100/Store-V1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Store-V1",1727879,696,"/Files/Unit5_Brown/11_27Jun2013_WrongDate/Card1/.Spotlight-V100/Store-V1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Store-V1",1731503,696,"/Files/Unit6_Orange/20_23Jun2013_WrongDate/Card2/.Spotlight-V100/Store-V1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Store-V1",1728203,696,"/Files/Unit5_Brown/11_27Jun2013_WrongDate/Card2/.Spotlight-V100/Store-V1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Store-V2",1730676,2552016,"/Files/Unit6_Orange/20_23Jun2013_WrongDate/Card1/.Spotlight-V100/Store-V2"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Store-V2",1731506,1748654,"/Files/Unit6_Orange/20_23Jun2013_WrongDate/Card2/.Spotlight-V100/Store-V2"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Store-V2",1726603,1375424,"/Files/Unit3_Blue/UnkDateTime1/Card 0 7-2-13 blue/.Spotlight-V100/Store-V2"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Store-V2",1726817,1748566,"/Files/Unit3_Blue/UnkDateTime1/card 1 7-2-13 blue/.Spotlight-V100/Store-V2"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Store-V2",1729997,2048564,"/Files/Unit6_Orange/20_23Jun2013_WrongDate/Card0/.Spotlight-V100/Store-V2"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Store-V2",1728206,1375424,"/Files/Unit5_Brown/11_27Jun2013_WrongDate/Card2/.Spotlight-V100/Store-V2"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Store-V2",1727785,1375424,"/Files/Unit5_Brown/11_27Jun2013_WrongDate/Card1/.Spotlight-V100/Store-V2"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Unit3_Blue",1726086,304261401694,"/Files/Unit3_Blue"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Unit5_Brown",1727460,333072311630,"/Files/Unit5_Brown"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","Unit6_Orange",1729853,410489520328,"/Files/Unit6_Orange"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","UnkDateTime1",1729507,48040707122,"/Files/Unit5_Brown/UnkDateTime1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","UnkDateTime1",1726521,79103476124,"/Files/Unit3_Blue/UnkDateTime1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","UnkDateTime1",1732731,105334760894,"/Files/Unit6_Orange/UnkDateTime1"
367906,"1217 Countermeasures to reduce whale depredation in Alaskan longline fisheries","UnkDateTime2",1727136,82946882400,"/Files/Unit3_Blue/UnkDateTime2"
370146,"1218 Arctic vertical array acoustic tracking","Files",370147,96468799513,"/Files"
370146,"1218 Arctic vertical array acoustic tracking","Final report",2541622,6805572,"/Final report"
281469,"1219 Alaskan rockfish SNPs","Admin",281470,19949,"/Admin"
281469,"1219 Alaskan rockfish SNPs","Data",281471,60119,"/Data"
281469,"1219 Alaskan rockfish SNPs","Final report",2541467,1642214,"/Final report"
281469,"1219 Alaskan rockfish SNPs","Media Products",281472,0,"/Media Products"
281469,"1219 Alaskan rockfish SNPs","Old files",5349413,8787,"/Old files"
372236,"1220 Mitochondrial DNA barcodes to identify marine fishes and invertebrates","Files",372237,465956,"/Files"
372236,"1220 Mitochondrial DNA barcodes to identify marine fishes and invertebrates","Final report",2541557,1547949,"/Final report"
365945,"1221 Red King Crab Age Assessment","Data",365946,30163,"/Data"
365945,"1221 Red King Crab Age Assessment","Final report",2541308,812358,"/Final report"
298403,"1222 Technology development- Improving phytoplankton assessment","Admin",298411,0,"/Admin"
298403,"1222 Technology development- Improving phytoplankton assessment","Data",298425,0,"/Data"
298403,"1222 Technology development- Improving phytoplankton assessment","Final report",2541306,886823,"/Final report"
298403,"1222 Technology development- Improving phytoplankton assessment","Media Products",298426,0,"/Media Products"
365920,"1223 Stable Isotope Analysis of Herring Scales","Compiled Data Files",373410,37590,"/Files/Data.Metadata Submission/Laser Ablation IRMS Data/Compiled Data Files"
365920,"1223 Stable Isotope Analysis of Herring Scales","Compiled Data Files",373404,59477,"/Files/Data.Metadata Submission/Conventional IRMS Data/Compiled Data Files"
365920,"1223 Stable Isotope Analysis of Herring Scales","Conventional IRMS Data",373344,8768597,"/Files/Data.Metadata Submission/Conventional IRMS Data"
365920,"1223 Stable Isotope Analysis of Herring Scales","Data.Metadata Submission",373343,10490506,"/Files/Data.Metadata Submission"
365920,"1223 Stable Isotope Analysis of Herring Scales","Data Processing Files",373415,1665536,"/Files/Data.Metadata Submission/Laser Ablation IRMS Data/Data Processing Files"
365920,"1223 Stable Isotope Analysis of Herring Scales","Data Processing Files",373345,8709120,"/Files/Data.Metadata Submission/Conventional IRMS Data/Data Processing Files"
365920,"1223 Stable Isotope Analysis of Herring Scales","Files",365921,10906407,"/Files"
365920,"1223 Stable Isotope Analysis of Herring Scales","Final report",2541307,3416813,"/Final report"
365920,"1223 Stable Isotope Analysis of Herring Scales","Laser Ablation IRMS Data",373409,1703126,"/Files/Data.Metadata Submission/Laser Ablation IRMS Data"
371735,"1224 Alternative methods for satellite tagging beluga whales","calc_data",373895,13539,"/Files/calc_data"
371735,"1224 Alternative methods for satellite tagging beluga whales","data",373888,34247,"/Files/data"
371735,"1224 Alternative methods for satellite tagging beluga whales","Files",371736,150339,"/Files"
371735,"1224 Alternative methods for satellite tagging beluga whales","Final report",2541671,288313,"/Final report"
366193,"1225 Alaska region bathymetric digital elevation model","calc_data",375281,350188995,"/Files/calc_data"
366193,"1225 Alaska region bathymetric digital elevation model","coastline",375288,183729,"/Files/calc_data/coastline"
366193,"1225 Alaska region bathymetric digital elevation model","Coastlines",374602,36345433,"/Files/data/Coastlines"
366193,"1225 Alaska region bathymetric digital elevation model","data",373900,148658854,"/Files/data"
366193,"1225 Alaska region bathymetric digital elevation model","Files",366194,498882519,"/Files"
366193,"1225 Alaska region bathymetric digital elevation model","Final report",2541538,21198154,"/Final report"
